=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.11 18:30:36 =~=~=~=~=~=~=~=~=~=~=~=

!1!1%!1%!%1!!%1!!1%s1!!1%s1!1!1%s1!1!1%s1%1!1starting
-0.01,-0.00,0.02,-0.00,-0.00,0.00,0.14,0.00,0.17,-0.01,-0.03,0.04
-0.01,-0.00,0.02,-0.00,-0.00,0.00,-23.51,0.00,0.17,-0.01,-0.05,0.05
-0.01,-0.00,0.03,-0.00,-0.00,-0.00,-23.51,-0.01,0.17,-0.00,-0.06,0.06
-0.01,-0.00,0.04,-0.00,-0.00,0.00,-0.99,-1.25,1.73,-0.00,-0.08,0.09
-0.01,0.00,0.05,-0.00,-0.00,0.00,-1.96,-2.43,2.54,0.00,-0.10,0.10
-0.01,0.00,0.06,-0.00,-0.00,-0.00,-2.30,-4.04,3.60,0.01,-0.12,0.11
-0.01,0.00,0.06,-0.00,-0.00,-0.00,-2.12,-4.73,4.38,0.01,-0.13,0.12
-0.01,0.01,0.07,-0.00,-0.00,0.00,-1.98,-5.97,5.40,0.02,-0.15,0.13
-0.01,0.01,0.07,-0.00,-0.00,0.00,-1.98,-6.79,6.19,0.02,-0.16,0.14
-0.01,0.01,0.08,-0.00,-0.00,0.00,-1.98,-7.56,6.99,0.03,-0.17,0.14
-0.01,0.01,0.08,-0.00,-0.00,0.00,-0.60,-8.28,7.75,0.03,-0.18,0.15
-0.01,0.01,0.08,-0.00,-0.00,0.00,1.90,-9.11,8.44,0.03,-0.18,0.15
-0.01,0.02,0.08,-0.00,-0.00,0.00,3.33,-10.01,9.31,0.04,-0.19,0.15
-0.02,0.02,0.09,-0.00,-0.00,0.00,4.60,-10.66,9.97,0.04,-0.19,0.15
-0.02,0.02,0.08,-0.00,-0.00,0.00,5.38,-11.27,10.58,0.05,-0.19,0.15
-0.02,0.02,0.08,-0.00,-0.00,0.00,6.40,-12.12,11.33,0.05,-0.19,0.14
-0.02,0.02,0.08,-0.00,-0.00,0.00,7.43,-12.63,12.35,0.05,-0.19,0.14
-0.02,0.02,0.08,-0.00,-0.00,0.00,8.44,-13.47,12.67,0.05,-0.20,0.14
-0.02,0.02,0.08,-0.00,-0.00,0.00,9.12,-14.05,13.61,0.06,-0.20,0.14
-0.02,0.02,0.08,-0.00,-0.00,0.00,10.19,-14.79,13.85,0.06,-0.20,0.14
-0.02,0.03,0.09,-0.00,-0.00,0.00,10.80,-15.28,14.85,0.06,-0.20,0.14
-0.02,0.03,0.09,-0.00,-0.00,0.00,11.48,-15.83,15.16,0.06,-0.21,0.15
-0.02,0.03,0.09,-0.00,-0.00,0.00,12.33,-16.40,16.16,0.06,-0.21,0.15
-0.02,0.03,0.10,-0.00,-0.00,0.00,13.27,-17.04,16.71,0.07,-0.22,0.16
-0.02,0.03,0.10,-0.00,-0.00,0.00,13.73,-17.38,16.82,0.07,-0.23,0.16
-0.02,0.03,0.10,-0.00,-0.00,-0.00,14.60,-18.48,17.38,0.07,-0.24,0.17
-0.02,0.03,0.11,-0.00,-0.00,-0.00,15.07,-18.10,18.01,0.07,-0.25,0.18
-0.02,0.03,0.11,-0.00,-0.00,-0.00,16.06,-18.79,18.66,0.07,-0.26,0.18
-0.02,0.03,0.11,-0.00,-0.00,-0.00,16.50,-19.54,19.39,0.07,-0.26,0.19
-0.02,0.03,0.12,-0.00,0.00,0.00,17.26,-19.78,19.68,0.07,-0.27,0.20
-0.02,0.03,0.12,-0.00,0.00,0.00,17.45,-20.19,19.34,0.07,-0.28,0.20
-0.02,0.03,0.12,-0.00,-0.00,0.00,17.81,-21.06,20.56,0.07,-0.28,0.21
-0.02,0.03,0.12,-0.00,-0.00,0.00,18.61,-21.34,20.83,0.07,-0.28,0.21
-0.02,0.03,0.13,-0.00,-0.00,0.00,19.25,-22.00,22.06,0.07,-0.29,0.21
-0.02,0.03,0.13,-0.00,-0.00,0.00,19.34,-22.25,21.94,0.08,-0.29,0.21
-0.02,0.03,0.12,0.00,-0.00,-0.00,19.54,-22.44,21.82,0.08,-0.29,0.21
-0.02,0.03,0.12,0.00,-0.00,-0.00,20.04,-22.96,22.31,0.08,-0.28,0.20
-0.02,0.03,0.12,0.00,-0.00,-0.00,21.76,-23.80,23.59,0.08,-0.28,0.20
-0.02,0.04,0.11,0.00,-0.00,-0.00,22.31,-24.54,22.77,0.08,-0.27,0.19
-0.02,0.04,0.11,0.00,-0.00,-0.00,22.31,-24.02,23.59,0.08,-0.27,0.18
-0.02,0.03,0.11,0.00,0.00,-0.00,23.44,-24.24,23.37,0.08,-0.26,0.18
-0.02,0.03,0.11,-0.00,0.00,-0.00,24.47,-24.62,23.87,0.08,-0.26,0.18
-0.02,0.03,0.11,-0.00,0.00,-0.00,23.66,-25.17,24.32,0.07,-0.26,0.18
-0.02,0.03,0.11,-0.00,0.00,0.00,24.02,-25.17,25.25,0.07,-0.26,0.19
-0.02,0.03,0.11,-0.00,0.00,0.00,22.83,-24.85,24.78,0.07,-0.26,0.19
-0.02,0.03,0.11,-0.00,0.00,0.00,24.47,-25.92,25.42,0.06,-0.25,0.19
